2020-10-25 17:19:35.587 - INFO - 5397 - azureml.train.automl.automlconfig._start_execution:217 - No compute target or run config provided. Running local legacy run.
2020-10-25 17:19:35.589 - INFO - 5397 - azureml.train.automl.automlconfig._start_execution:257 - Submitting local legacy run.
2020-10-25 17:19:35.597 - INFO - 5397 - azureml.automl.core.package_utilities._log_activity:46 - ActivityStarted: PackagesCheck
2020-10-25 17:19:35.598 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-graphrbac, Version: 0.61.1 found.
2020-10-25 17:19:35.635 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: applicationinsights, Version: 0.11.9 found.
2020-10-25 17:19:35.635 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-core, Version: 1.16.0 found.
2020-10-25 17:19:35.649 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-dataset-runtime, Version: 1.16.0 found.
2020-10-25 17:19:35.649 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: onnxconverter-common, Version: 1.6.0 found.
2020-10-25 17:19:35.649 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: gensim, Version: 3.8.3 found.
2020-10-25 17:19:35.650 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-train-automl-client, Version: 1.16.0 found.
2020-10-25 17:19:35.650 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-defaults, Version: 1.16.0 found.
2020-10-25 17:19:35.650 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: scipy, Version: 1.4.1 found.
2020-10-25 17:19:35.650 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: scikit-learn, Version: 0.22.2.post1 found.
2020-10-25 17:19:35.650 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: jinja2, Version: 2.11.2 found.
2020-10-25 17:19:35.650 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: sklearn-pandas, Version: 1.7.0 found.
2020-10-25 17:19:35.650 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-automl-runtime, Version: 1.16.0 found.
2020-10-25 17:19:35.651 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-telemetry, Version: 1.16.0 found.
2020-10-25 17:19:35.651 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: onnxmltools, Version: 1.4.1 found.
2020-10-25 17:19:35.651 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: pandas, Version: 0.25.3 found.
2020-10-25 17:19:35.651 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: onnxruntime, Version: 1.3.0 found.
2020-10-25 17:19:35.651 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: lightgbm, Version: 2.3.0 found.
2020-10-25 17:19:35.651 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-core, Version: 1.16.0 found.
2020-10-25 17:19:35.652 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: numpy, Version: 1.18.5 found.
2020-10-25 17:19:35.652 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: keras2onnx, Version: 1.6.0 found.
2020-10-25 17:19:35.652 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-interpret, Version: 1.16.0 found.
2020-10-25 17:19:35.652 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: smart-open, Version: 1.9.0 found.
2020-10-25 17:19:35.662 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: skl2onnx, Version: 1.4.9 found.
2020-10-25 17:19:35.663 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: statsmodels, Version: 0.10.2 found.
2020-10-25 17:19:35.663 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: onnx, Version: 1.6.0 found.
2020-10-25 17:19:35.663 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-automl-core, Version: 1.16.0 found.
2020-10-25 17:19:35.663 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-core, Version: 1.16.0 found.
2020-10-25 17:19:35.669 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: interpret-community, Version: 0.15.1 found.
2020-10-25 17:19:35.672 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-pipeline-core, Version: 1.16.0 found.
2020-10-25 17:19:35.672 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-train-automl-client, Version: 1.16.0 found.
2020-10-25 17:19:35.673 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-train-core, Version: 1.16.0 found.
2020-10-25 17:19:35.679 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-model-management-sdk, Version: 1.0.1b6.post1 found.
2020-10-25 17:19:35.679 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: gunicorn, Version: 19.9.0 found.
2020-10-25 17:19:35.680 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: configparser, Version: 3.7.4 found.
2020-10-25 17:19:35.680 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-core, Version: 1.16.0 found.
2020-10-25 17:19:35.680 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: werkzeug, Version: 0.16.1 found.
2020-10-25 17:19:35.680 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: json-logging-py, Version: 0.2 found.
2020-10-25 17:19:35.681 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: applicationinsights, Version: 0.11.9 found.
2020-10-25 17:19:35.681 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: flask, Version: 1.0.3 found.
2020-10-25 17:19:35.681 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-dataset-runtime, Version: 1.16.0 found.
2020-10-25 17:19:35.681 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-dataset-runtime, Version: 1.16.0 found.
2020-10-25 17:19:35.681 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azureml-telemetry, Version: 1.16.0 found.
2020-10-25 17:19:35.681 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: msrest, Version: 0.6.19 found.
2020-10-25 17:19:35.682 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: msrestazure, Version: 0.6.4 found.
2020-10-25 17:19:35.682 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: requests, Version: 2.24.0 found.
2020-10-25 17:19:35.682 - INFO - 5397 - azureml.automl.core.package_utilities._get_package_incompatibilities:401 - Verified requirements file validated_linux_requirements.txt found.
2020-10-25 17:19:35.824 - WARNING - 5397 - azureml.automl.core.package_utilities._all_dependencies_conda_list:339 - subprocess failed to get dependencies list from conda
2020-10-25 17:19:35.834 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: adal, Version: 1.2.4 found.
2020-10-25 17:19:35.840 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: applicationinsights, Version: 0.11.9 found.
2020-10-25 17:19:35.845 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-common, Version: 1.1.25 found.
2020-10-25 17:19:35.851 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-core, Version: 1.8.2 found.
2020-10-25 17:19:35.851 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-graphrbac, Version: 0.61.1 found.
2020-10-25 17:19:35.851 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-identity, Version: 1.4.1 found.
2020-10-25 17:19:35.851 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-mgmt-authorization, Version: 0.61.0 found.
2020-10-25 17:19:35.851 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-mgmt-containerregistry, Version: 2.8.0 found.
2020-10-25 17:19:35.852 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-mgmt-keyvault, Version: 2.2.0 found.
2020-10-25 17:19:35.864 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-mgmt-resource, Version: 10.2.0 found.
2020-10-25 17:19:35.870 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: azure-mgmt-storage, Version: 11.2.0 found.
2020-10-25 17:19:35.884 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: backports.tempfile, Version: 1.0 found.
2020-10-25 17:19:35.884 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: backports.weakref, Version: 1.0.post1 found.
2020-10-25 17:19:35.885 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: boto3, Version: 1.15.14 found.
2020-10-25 17:19:35.886 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: boto, Version: 2.49.0 found.
2020-10-25 17:19:35.886 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: botocore, Version: 1.18.14 found.
2020-10-25 17:19:35.886 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: certifi, Version: 2020.6.20 found.
2020-10-25 17:19:35.886 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: cffi, Version: 1.14.3 found.
2020-10-25 17:19:35.886 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: chardet, Version: 3.0.4 found.
2020-10-25 17:19:35.886 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: click, Version: 7.1.2 found.
2020-10-25 17:19:35.887 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: cloudpickle, Version: 1.6.0 found.
2020-10-25 17:19:35.887 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: configparser, Version: 3.7.4 found.
2020-10-25 17:19:35.887 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: contextlib2, Version: 0.6.0.post1 found.
2020-10-25 17:19:35.887 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: cryptography, Version: 3.1.1 found.
2020-10-25 17:19:35.888 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: cython, Version: 0.29.21 found.
2020-10-25 17:19:35.888 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: dill, Version: 0.3.2 found.
2020-10-25 17:19:35.888 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: distro, Version: 1.5.0 found.
2020-10-25 17:19:35.888 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: docker, Version: 4.3.1 found.
2020-10-25 17:19:35.888 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: dotnetcore2, Version: 2.1.17 found.
2020-10-25 17:19:35.888 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: fire, Version: 0.3.1 found.
2020-10-25 17:19:35.888 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: flask, Version: 1.0.3 found.
2020-10-25 17:19:35.893 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: fusepy, Version: 3.0.1 found.
2020-10-25 17:19:35.893 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: gensim, Version: 3.8.3 found.
2020-10-25 17:19:35.894 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: gunicorn, Version: 19.9.0 found.
2020-10-25 17:19:35.894 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: idna, Version: 2.10 found.
2020-10-25 17:19:35.894 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: importlib-metadata, Version: 2.0.0 found.
2020-10-25 17:19:35.894 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: interpret-community, Version: 0.15.1 found.
2020-10-25 17:19:35.895 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: interpret-core, Version: 0.2.1 found.
2020-10-25 17:19:35.895 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: isodate, Version: 0.6.0 found.
2020-10-25 17:19:35.895 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: itsdangerous, Version: 1.1.0 found.
2020-10-25 17:19:35.895 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: jeepney, Version: 0.4.3 found.
2020-10-25 17:19:35.895 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: jinja2, Version: 2.11.2 found.
2020-10-25 17:19:35.895 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: jmespath, Version: 0.10.0 found.
2020-10-25 17:19:35.895 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: joblib, Version: 0.14.1 found.
2020-10-25 17:19:35.896 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: json-logging-py, Version: 0.2 found.
2020-10-25 17:19:35.896 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: jsonpickle, Version: 1.4.1 found.
2020-10-25 17:19:35.896 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: keras2onnx, Version: 1.6.0 found.
2020-10-25 17:19:35.896 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: liac-arff, Version: 2.5.0 found.
2020-10-25 17:19:35.897 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: lightgbm, Version: 2.3.0 found.
2020-10-25 17:19:35.897 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: markupsafe, Version: 1.1.1 found.
2020-10-25 17:19:35.897 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: msal-extensions, Version: 0.2.2 found.
2020-10-25 17:19:35.899 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: msal, Version: 1.5.0 found.
2020-10-25 17:19:35.899 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: msrest, Version: 0.6.19 found.
2020-10-25 17:19:35.899 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: msrestazure, Version: 0.6.4 found.
2020-10-25 17:19:35.899 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: ndg-httpsclient, Version: 0.5.1 found.
2020-10-25 17:19:35.899 - INFO - 5397 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: nimbusml, Version: 1.7.1 found.
